customer_id,basket_id,item_id
0,45,36
0,45,44
0,45,57
0,46,3
0,46,13
0,46,15
0,46,20
0,46,25
0,46,27
0,46,29
0,46,37
0,46,44
0,46,102
0,46,109
0,47,2
0,47,6
0,47,9
0,47,10
0,47,13
0,47,15
0,47,17
0,47,20
0,47,36
0,47,60
0,47,71
0,48,13
0,48,14
0,48,15
0,48,17
0,48,20
0,48,21
0,48,23
0,48,29
0,48,36
0,48,42
0,48,44
0,48,67
0,48,78
0,49,12
0,49,13
0,49,15
0,49,17
0,49,20
0,49,33
0,50,4
0,50,7
0,50,8
0,50,14
0,50,15
0,50,16
0,50,20
0,50,24
0,50,47
0,50,49
0,50,90
0,51,1
0,51,22
0,51,43
0,51,54
0,51,90
0,52,7
0,52,10
0,52,13
0,52,15
0,52,17
0,52,20
0,52,22
0,52,23
0,52,26
0,52,35
0,52,44
0,52,53
0,52,57
0,52,72
0,53,23
0,53,75
0,54,1
0,54,2
0,54,4
0,54,6
0,54,7
0,54,15
0,54,21
0,54,26
0,54,27
0,54,28
0,54,35
0,54,77
0,55,1
0,55,9
0,55,13
0,55,33
0,55,38
0,56,1
0,56,2
0,56,15
0,56,20
0,56,24
0,56,39
0,56,87
0,57,35
0,57,48
0,58,1
0,58,2
0,58,6
0,58,13
0,58,15
0,58,20
0,58,21
0,58,27
0,58,31
0,58,37
0,59,1
0,59,20
0,59,29
0,60,4
0,60,6
0,60,7
0,60,10
0,60,12
0,60,13
0,60,14
0,60,15
0,60,20
0,60,23
0,60,25
0,60,26
0,60,27
0,60,41
0,60,57
0,60,83
0,61,12
0,61,13
0,61,14
0,61,17
0,61,18
0,61,21
0,61,23
0,61,27
0,61,37
0,61,44
0,61,95
0,62,2
0,62,4
0,62,9
0,62,10
0,62,15
0,62,44
0,63,23
0,63,31
0,63,47
0,64,12
0,64,13
0,64,15
0,64,17
0,64,20
0,64,21
0,64,38
0,64,81
0,65,4
0,65,7
0,65,13
0,65,14
0,65,15
0,65,16
0,65,17
0,65,20
0,65,21
0,65,29
0,65,33
0,66,2
0,66,6
0,66,7
0,66,8
0,66,13
0,66,14
0,66,15
0,66,17
0,66,19
0,66,20
0,66,21
0,66,22
0,66,26
0,66,31
0,66,33
0,66,37
0,67,4
0,67,13
0,67,15
0,67,17
0,67,20
0,67,21
0,67,34
0,67,37
0,68,15
0,68,20
0,68,21
0,68,22
0,68,43
0,68,44
0,69,80
0,70,4
0,70,14
0,70,15
0,70,20
0,70,21
0,70,26
0,70,36
0,71,9
0,71,10
0,71,14
0,71,15
0,71,16
0,71,20
0,71,21
0,71,22
0,71,27
0,71,37
0,71,40
0,72,2
0,72,13
0,72,15
0,72,20
0,72,27
0,72,39
0,72,40
0,72,42
0,72,72
0,73,6
0,73,8
0,73,9
0,73,13
0,73,14
0,73,15
0,73,16
0,73,17
0,73,20
0,73,21
0,73,37
0,73,40
0,73,44
0,73,76
0,73,79
0,74,5
0,74,8
0,74,14
0,74,15
0,74,17
0,74,20
0,74,21
0,74,23
0,74,27
0,74,31
0,74,37
0,74,55
0,75,3
0,75,6
0,75,7
0,75,13
0,75,14
0,75,15
0,75,17
0,75,20
0,75,21
0,75,25
0,75,27
0,75,36
0,75,41
0,75,43
0,75,58
0,75,82
0,75,85
0,75,87
0,75,88
0,75,110
0,75,113
0,76,6
0,76,10
0,76,12
0,76,13
0,76,14
0,76,16
0,76,17
0,76,20
0,76,21
0,76,25
0,76,27
0,76,36
0,76,38
0,76,40
0,76,42
0,76,44
0,76,46
0,76,51
0,76,70
0,76,73
0,76,87
0,76,110
0,77,13
0,77,20
0,77,23
0,77,29
0,77,57
0,78,4
0,78,6
0,78,7
0,78,10
0,78,12
0,78,13
0,78,14
0,78,15
0,78,17
0,78,20
0,78,21
0,78,25
0,78,26
0,78,27
0,78,31
0,78,36
0,78,37
0,78,57
0,78,68
0,78,83
0,78,97
0,78,100
0,78,110
0,79,7
0,79,10
0,79,12
0,79,13
0,79,14
0,79,15
0,79,17
0,79,20
0,79,21
0,79,27
0,79,29
0,79,34
0,79,36
0,79,37
0,79,44
0,79,70
0,79,110
0,79,118
0,80,4
0,80,6
0,80,10
0,80,12
0,80,13
0,80,15
0,80,17
0,80,20
0,80,21
0,80,22
0,80,27
0,80,28
0,80,29
0,80,31
0,80,36
0,80,37
0,80,39
0,80,40
0,80,43
0,80,78
0,80,105
0,80,110
0,80,113
0,80,117
0,81,29
0,81,37
0,82,6
0,82,13
0,82,20
0,82,29
0,82,35
0,83,2
0,83,14
0,83,16
0,83,19
0,83,20
0,83,25
0,83,102
0,84,90
0,85,10
0,85,13
0,85,36
0,85,46
0,85,73
0,85,90
0,86,15
0,86,22
0,86,31
0,86,43
0,86,59
0,86,88
0,86,105
0,87,14
0,87,31
0,88,6
0,88,7
0,88,12
0,88,15
0,88,17
0,88,20
0,88,21
0,88,39
0,88,40
0,88,43
0,89,37
0,89,96
0,90,6
0,90,10
0,90,13
0,90,15
0,90,17
0,90,20
0,90,21
0,90,38
0,90,46
0,90,52
0,90,98
0,91,4
0,91,5
0,91,9
0,91,15
0,91,17
0,91,20
0,91,21
0,91,23
0,91,38
0,91,54
0,91,104
0,92,13
0,92,19
0,92,20
0,92,23
0,92,42
0,92,67
0,93,4
0,93,6
0,93,7
0,93,8
0,93,9
0,93,14
0,93,15
0,93,17
0,93,37
0,93,41
0,93,52
0,93,107
0,94,5
0,94,15
0,94,20
0,94,23
0,94,27
0,94,35
0,94,57
0,95,4
0,95,14
0,95,15
0,95,17
0,95,20
0,95,21
0,95,23
0,95,24
0,95,25
0,95,35
0,95,37
0,95,41
0,95,52
0,95,57
0,96,4
0,96,6
0,96,10
0,96,13
0,96,15
0,96,18
0,96,20
0,96,21
0,96,22
0,96,27
0,96,33
0,96,36
0,96,44
0,96,47
0,96,84
0,97,1
0,97,13
0,97,15
0,97,17
0,97,20
0,97,21
0,97,31
0,98,4
0,98,14
0,98,15
0,98,16
0,98,17
0,98,20
0,98,21
0,98,37
0,98,77
0,99,20
0,99,37
0,99,55
0,99,71
0,100,6
0,100,13
0,100,15
0,100,20
0,100,21
0,100,22
0,100,26
0,100,36
0,100,47
0,100,73
0,100,76
0,101,4
0,101,27
0,101,36
0,101,49
0,101,90
0,101,94
0,102,1
0,103,4
0,103,7
0,103,9
0,103,10
0,103,14
0,103,24
0,103,35
0,103,37
0,103,40
0,103,70
0,104,7
0,104,9
0,104,15
0,104,18
0,104,20
0,104,29
0,104,47
0,105,4
0,105,16
0,105,17
0,105,20
0,105,21
0,105,49
0,106,4
0,106,13
0,106,15
0,106,17
0,106,20
0,106,21
0,106,40
0,106,44
0,107,13
0,107,15
0,107,20
0,107,21
0,108,13
0,108,15
0,108,17
0,108,20
0,108,21
0,108,40
0,109,6
0,109,13
0,109,17
0,109,20
0,109,21
0,109,26
0,109,36
0,109,40
0,109,48
0,110,13
0,110,15
0,110,20
0,110,89
0,111,13
0,111,17
0,111,18
0,111,27
0,111,33
0,112,7
0,112,12
0,112,13
0,112,14
0,112,15
0,112,20
0,112,28
0,112,30
0,112,38
0,112,43
0,112,54
0,112,83
0,113,4
0,113,14
0,113,21
0,113,23
0,113,24
0,113,25
0,113,31
0,113,47
0,114,9
0,114,13
0,114,20
0,115,13
0,115,15
0,115,20
0,115,23
0,115,25
0,115,90
0,116,13
0,116,15
0,116,17
0,116,21
0,116,35
0,116,36
0,116,39
0,116,90
0,116,102
0,117,4
0,117,9
0,117,13
0,117,15
0,117,16
0,117,20
0,117,40
0,118,1
0,118,10
0,118,12
0,118,15
0,118,17
0,118,20
0,118,22
0,118,23
0,118,24
0,119,8
0,119,13
0,119,14
0,119,17
0,119,20
0,119,23
0,119,25
0,119,31
0,119,101
0,120,10
0,120,14
0,120,15
0,120,17
0,120,20
0,120,21
0,120,27
0,120,36
0,120,44
0,120,86
0,120,113
0,120,114
0,121,1
0,121,2
0,121,4
0,121,6
0,121,7
0,121,13
0,121,14
0,121,15
0,121,20
0,121,21
0,121,23
0,121,24
0,121,25
0,121,31
0,121,37
0,122,17
0,122,27
0,122,56
0,122,82
0,122,113
0,123,4
0,123,12
0,123,13
0,123,14
0,123,15
0,123,17
0,123,20
0,123,21
0,123,22
0,123,25
0,123,27
0,123,37
0,123,38
0,123,40
0,123,44
0,124,6
0,124,7
0,124,13
0,124,14
0,124,15
0,124,17
0,124,20
0,124,21
0,124,22
0,124,23
0,124,43
0,124,92
0,125,1
0,125,7
0,125,20
0,125,23
0,125,26
0,125,90
0,126,7
0,126,15
0,126,17
0,126,20
0,126,23
0,126,24
0,126,57
0,127,4
0,127,6
0,127,14
0,127,15
0,127,17
0,127,20
0,127,21
0,127,22
0,127,23
0,127,96
0,127,113
0,128,8
0,128,20
0,128,23
0,128,29
0,128,37
0,128,43
0,128,71
0,129,8
0,129,14
0,129,20
0,129,21
0,129,31
0,129,37
0,129,44
0,130,0
0,130,4
0,130,7
0,130,12
0,130,15
0,130,20
0,130,21
0,130,22
0,130,27
0,130,37
0,130,39
0,130,43
0,130,113
0,131,4
0,131,13
0,131,15
0,131,17
0,131,20
0,131,21
0,131,23
0,131,24
0,131,37
0,131,43
0,131,57
0,132,7
0,132,10
0,132,13
0,132,14
0,132,15
0,132,17
0,132,19
0,132,25
0,132,27
0,132,32
0,132,36
0,132,37
0,132,43
0,132,44
0,132,49
0,132,53
0,132,57
0,132,103
0,132,104
0,133,8
0,133,14
0,133,15
0,133,17
0,133,19
0,133,21
0,133,30
0,133,52
0,133,62
0,133,63
0,133,69
0,134,6
0,134,7
0,134,15
0,134,17
0,134,20
0,134,21
0,134,35
0,134,50
0,134,91
0,135,6
0,135,7
0,135,9
0,135,13
0,135,17
0,135,19
0,135,20
0,135,21
0,135,22
0,135,36
0,135,37
0,135,43
0,135,90
0,135,92
0,136,9
0,136,13
0,136,15
0,136,17
0,136,18
0,136,24
0,136,39
0,136,71
0,137,20
0,138,10
0,138,13
0,138,20
0,138,27
0,138,31
0,138,36
0,138,37
0,139,7
0,139,13
0,139,15
0,139,20
0,139,35
0,139,37
0,139,93
0,139,94
0,140,4
0,140,10
0,140,13
0,140,15
0,140,17
0,140,20
0,140,21
0,140,24
0,140,33
0,141,6
0,141,7
0,141,17
0,141,21
0,141,22
0,141,26
0,141,33
0,141,35
0,142,13
0,142,66
0,142,73
0,143,6
0,143,7
0,143,15
0,143,20
0,143,26
0,143,29
0,143,37
0,143,56
0,143,57
0,144,13
0,144,15
0,144,17
0,144,21
0,144,22
0,144,23
0,144,30
0,144,44
0,144,70
0,145,62
0,145,69
0,146,5
0,146,13
0,146,14
0,146,18
0,146,36
0,146,41
0,146,57
0,146,65
0,146,66
0,146,67
0,146,68
0,147,24
0,147,55
0,147,57
0,147,64
0,148,4
0,148,12
0,148,13
0,148,19
0,148,22
0,148,33
0,148,39
0,148,54
0,149,6
0,149,7
0,149,13
0,149,15
0,149,20
0,149,23
0,149,26
0,149,43
0,150,2
0,150,6
0,150,7
0,150,8
0,150,15
0,150,17
0,150,18
0,150,19
0,150,20
0,150,21
0,150,23
0,150,29
0,150,33
0,150,47
0,150,72
0,151,6
0,151,7
0,151,15
0,151,17
0,151,20
0,151,22
0,151,26
0,151,40
0,151,43
0,151,71
0,152,4
0,152,13
0,152,14
0,152,15
0,152,20
0,152,21
0,152,36
0,152,37
0,152,57
0,152,82
0,153,10
0,153,13
0,153,14
0,153,15
0,153,17
0,153,20
0,153,36
0,153,88
0,153,109
0,154,4
0,154,10
0,154,12
0,154,13
0,154,14
0,154,15
0,154,17
0,154,20
0,154,21
0,154,25
0,154,27
0,154,36
0,154,37
0,154,58
0,155,17
0,155,23
0,155,37
0,156,6
0,156,13
0,156,15
0,156,20
0,156,23
0,156,94
0,157,4
0,157,6
0,157,7
0,157,15
0,157,18
0,157,20
0,157,24
0,157,27
0,157,37
0,157,43
0,157,55
0,158,6
0,158,7
0,158,9
0,158,15
0,158,16
0,158,18
0,158,20
0,158,21
0,158,22
0,158,26
0,158,27
0,158,37
0,158,47
0,158,49
0,158,55
0,158,58
0,159,4
0,159,6
0,159,9
0,159,10
0,159,14
0,159,15
0,159,16
0,159,17
0,159,30
0,159,37
0,159,66
0,159,82
0,159,83
0,160,6
0,160,7
0,160,10
0,160,13
0,160,15
0,160,17
0,160,20
0,160,21
0,160,22
0,160,26
0,160,31
0,160,33
0,160,39
0,160,40
0,160,55
0,160,58
0,160,84
0,161,16
0,161,17
0,161,20
0,161,21
0,161,85
0,162,30
0,162,45
0,162,63
0,162,71
0,162,75
0,162,86
0,163,9
0,163,15
0,163,17
0,163,19
0,163,20
0,163,21
0,163,36
0,163,43
0,163,44
0,163,70
0,164,4
0,164,6
0,164,7
0,164,8
0,164,13
0,164,14
0,164,15
0,164,16
0,164,17
0,164,20
0,164,21
0,164,26
0,164,28
0,164,30
0,164,44
0,165,17
0,165,20
0,165,21
0,165,44
0,165,87
0,166,4
0,166,6
0,166,9
0,166,13
0,166,14
0,166,15
0,166,20
0,166,21
0,166,26
0,166,28
0,166,43
0,166,47
0,167,6
0,167,7
0,167,8
0,167,15
0,167,17
0,167,19
0,167,20
0,167,21
0,167,22
0,167,27
0,167,33
0,168,4
0,168,10
0,168,14
0,168,16
0,168,17
0,168,39
0,169,5
0,169,6
0,169,7
0,169,13
0,169,15
0,169,16
0,169,17
0,169,20
0,169,21
0,169,23
0,169,44
0,170,4
0,170,21
0,170,29
0,170,43
0,170,53
0,170,56
0,171,6
0,171,9
0,171,12
0,171,13
0,171,15
0,171,16
0,171,20
0,171,25
0,171,26
0,171,33
0,171,47
0,171,100
0,172,16
0,172,83
0,172,103
0,173,6
0,173,7
0,173,9
0,173,15
0,173,17
0,173,20
0,173,21
0,173,23
0,173,25
0,173,26
0,173,27
0,173,29
0,173,36
0,173,71
0,174,23
0,174,36
0,174,90
0,175,11
0,175,12
0,175,13
0,175,14
0,175,19
0,175,27
0,175,37
0,175,57
0,175,67
0,175,72
0,175,90
0,175,109
0,175,110
0,176,20
0,176,37
0,176,117
0,177,6
0,177,7
0,177,14
0,177,17
0,177,20
0,177,21
0,178,9
0,178,10
0,178,14
0,178,15
0,178,17
0,178,20
0,178,21
0,178,27
0,178,30
0,178,31
0,178,36
0,178,37
0,178,46
0,178,58
0,178,67
0,178,70
0,178,84
0,178,88
0,179,10
0,179,13
0,179,14
0,179,15
0,179,20
0,179,21
0,179,24
0,179,27
0,179,29
0,179,30
0,179,36
0,179,42
0,179,57
0,180,15
0,180,23
0,180,38
0,180,39
0,181,3
0,181,23
0,181,24
0,181,26
0,182,4
0,182,13
0,182,15
0,182,17
0,182,21
0,182,22
0,182,32
0,182,33
0,182,106
0,183,0
0,183,1
0,183,4
0,183,8
0,183,9
0,183,10
0,183,11
0,183,12
0,183,13
0,183,14
0,183,15
0,183,16
0,183,17
0,183,18
0,183,19
0,183,20
0,183,21
0,184,4
0,184,8
0,184,10
0,184,13
0,184,15
0,184,17
0,184,20
0,184,21
0,184,22
0,184,23
0,184,40
0,184,52
0,185,5
0,185,22
0,185,37
0,186,6
0,186,13
0,186,20
0,186,21
0,186,40
0,187,1
0,187,20
0,187,23
0,187,27
0,187,34
0,187,35
0,187,36
0,188,10
0,188,13
0,188,15
0,188,20
0,188,22
0,188,23
0,188,25
0,188,90
0,188,94
0,189,9
0,189,10
0,189,12
0,189,13
0,189,14
0,189,15
0,189,20
0,189,21
0,189,24
0,189,25
0,189,37
0,189,41
0,189,43
0,189,86
0,190,15
0,190,17
0,190,20
0,190,21
0,190,22
0,190,23
0,190,64
0,190,86
0,190,105
0,191,6
0,191,7
0,191,13
0,191,15
0,191,20
0,191,23
0,191,36
0,191,40
0,191,43
0,191,51
0,191,67
0,191,86
0,191,98
0,192,4
0,192,6
0,192,7
0,192,9
0,192,13
0,192,15
0,192,20
0,192,21
0,192,22
0,192,24
0,192,29
0,192,39
0,192,43
0,192,47
0,193,4
0,193,6
0,193,8
0,193,13
0,193,14
0,193,15
0,193,17
0,193,18
0,193,20
0,193,23
0,193,35
0,193,90
0,194,7
0,194,15
0,194,17
0,194,28
0,194,29
0,194,46
0,194,53
0,194,59
0,194,93
0,195,15
0,195,17
0,195,19
0,195,21
0,195,24
0,195,25
0,195,36
0,196,4
0,196,6
0,196,7
0,196,17
0,196,20
0,196,21
0,196,26
0,196,27
0,196,35
0,196,47
0,197,15
0,197,20
0,197,23
0,197,71
0,198,2
0,198,4
0,198,13
0,198,15
0,198,18
0,198,20
0,198,23
0,198,32
0,199,2
0,199,4
0,199,6
0,199,7
0,199,14
0,199,15
0,199,16
0,199,17
0,199,20
0,199,21
0,199,23
0,199,25
0,199,27
0,199,41
0,199,44
0,199,47
0,200,1
0,200,2
0,200,3
0,200,6
0,200,10
0,200,14
0,200,15
0,200,20
0,200,29
0,200,35
0,200,37
0,200,84
0,200,85
0,200,90
0,200,99
0,201,18
0,201,32
0,202,17
0,202,20
0,202,21
0,202,53
0,203,4
0,203,7
0,203,13
0,203,15
0,203,20
0,203,29
0,203,35
0,203,37
0,203,43
0,203,72
0,204,10
0,204,13
0,204,16
0,204,25
0,204,35
0,204,36
0,205,4
0,205,6
0,205,7
0,205,13
0,205,15
0,205,16
0,205,17
0,205,18
0,205,20
0,205,21
0,205,26
0,205,27
0,205,33
0,205,37
0,205,43
0,205,47
0,205,55
0,206,4
0,206,13
0,206,15
0,206,17
0,206,20
0,206,27
0,206,37
0,206,39
0,206,44
0,207,4
0,207,6
0,207,10
0,207,14
0,207,15
0,207,17
0,207,21
0,207,24
0,207,26
0,207,31
0,207,35
0,207,37
0,207,41
0,207,44
0,208,4
0,208,6
0,208,7
0,208,13
0,208,15
0,208,17
0,208,21
0,208,22
0,208,44
0,208,90
0,209,20
0,210,1
0,210,2
0,210,15
0,210,20
0,210,21
0,210,23
0,210,27
0,210,35
0,210,37
0,210,43
0,210,48
0,211,1
0,211,6
0,211,7
0,211,9
0,211,13
0,211,15
0,211,17
0,211,21
0,211,25
0,211,26
0,211,27
0,211,36
0,211,37
0,211,42
0,211,43
0,211,44
0,211,45
0,211,46
0,211,47
0,212,2
0,212,4
0,212,16
0,212,17
0,212,20
0,212,21
0,212,37
0,212,49
0,212,50
0,213,1
0,213,2
0,213,6
0,213,7
0,213,9
0,213,13
0,213,14
0,213,15
0,213,17
0,213,20
0,213,21
0,213,23
0,213,24
0,213,26
0,213,36
0,214,7
0,214,19
0,214,23
0,214,26
0,214,53
0,214,54
0,215,1
0,215,2
0,215,6
0,215,20
0,215,25
0,215,26
0,215,29
0,215,51
0,215,52
0,216,4
0,216,6
0,216,7
0,216,10
0,216,15
0,216,18
0,216,19
0,216,22
0,216,23
0,216,24
0,217,13
0,217,15
0,217,16
0,217,17
0,217,21
0,217,27
0,217,44
0,217,55
0,218,27
0,218,40
0,219,20
0,219,40
0,220,1
0,220,2
0,220,4
0,220,11
0,220,13
0,220,15
0,220,16
0,220,17
0,220,18
0,220,20
0,220,24
0,220,26
0,220,35
0,220,37
0,220,39
0,220,40
0,220,47
0,220,94
0,221,5
0,221,12
0,221,14
0,221,15
0,221,17
0,221,22
0,221,25
0,221,29
0,221,30
0,221,36
0,221,37
0,221,38
0,221,39
0,221,41
0,221,44
0,221,58
0,221,78
0,221,84
0,221,100
0,221,103
0,221,109
0,222,13
0,222,15
0,222,17
0,222,20
0,222,21
0,222,26
0,222,35
0,222,37
0,222,46
0,222,70
0,222,71
0,222,77
0,222,84
0,222,95
0,223,9
0,223,10
0,223,12
0,223,14
0,223,17
0,223,21
0,223,29
0,223,30
0,223,31
0,223,35
0,223,36
0,223,42
0,223,88
0,223,105
0,224,6
0,224,7
0,224,8
0,224,13
0,224,14
0,224,15
0,224,17
0,224,20
0,224,22
0,224,24
0,224,71
0,224,85
0,224,96
0,225,31
0,226,6
0,226,13
0,226,15
0,226,17
0,226,20
0,226,21
0,226,26
0,226,27
0,226,40
0,226,43
0,226,71
0,227,6
0,227,7
0,227,26
0,228,7
0,228,13
0,228,15
0,228,17
0,228,20
0,228,23
0,228,25
0,228,26
0,228,27
0,228,44
0,228,57
0,229,3
0,229,4
0,229,10
0,229,14
0,229,15
0,229,17
0,229,21
0,229,25
0,229,31
0,229,37
0,229,38
0,229,50
0,229,65
0,229,98
0,230,7
0,230,14
0,230,17
0,230,21
0,230,22
0,230,25
0,230,29
0,230,37
0,230,41
0,230,100
0,231,3
0,231,6
0,231,7
0,231,8
0,231,12
0,231,14
0,231,17
0,231,21
0,231,25
0,231,26
0,231,27
0,231,29
0,231,31
0,231,36
0,231,37
0,231,44
0,231,99
0,232,25
0,232,38
0,232,57
0,232,64
0,232,70
0,233,4
0,233,13
0,233,14
0,233,15
0,233,21
0,233,24
0,233,27
0,233,30
0,233,37
0,233,42
0,233,44
0,233,47
0,233,62
0,233,63
0,233,75
0,233,82
0,233,84
0,233,98
0,233,99
0,233,101
0,234,4
0,234,13
0,234,14
0,234,15
0,234,18
0,234,22
0,234,37
0,235,6
0,235,7
0,235,10
0,235,13
0,235,15
0,235,20
0,235,37
0,235,40
0,236,17
0,236,20
0,236,21
0,236,23
0,237,5
0,237,12
0,237,14
0,237,21
0,237,25
0,237,27
0,237,29
0,237,34
0,237,35
0,237,37
0,237,38
0,237,84
0,237,90
0,237,103
0,238,11
0,238,21
0,238,31
0,239,2
0,239,7
0,239,10
0,239,13
0,239,14
0,239,15
0,239,17
0,239,20
0,239,25
0,239,27
0,239,29
0,239,36
0,239,58
0,240,10
0,240,11
0,240,12
0,240,14
0,240,17
0,240,18
0,240,21
0,240,27
0,240,29
0,240,30
0,240,37
0,240,43
0,240,49
0,240,68
0,240,88
0,240,90
0,240,102
0,240,103
0,240,104
0,240,116
0,241,3
0,241,6
0,241,7
0,241,14
0,241,15
0,241,21
0,241,23
0,241,90
0,242,4
0,242,6
0,242,7
0,242,14
0,242,15
0,242,17
0,242,20
0,242,21
0,242,43
0,242,111
0,243,4
0,243,10
0,243,12
0,243,13
0,243,14
0,243,15
0,243,17
0,243,21
0,243,27
0,243,29
0,243,36
0,243,37
0,243,57
0,243,73
0,243,78
0,243,87
0,243,110
0,243,112
0,243,113
0,244,3
0,244,13
0,244,18
0,245,6
0,245,7
0,245,13
0,245,15
0,245,20
0,245,22
0,245,23
0,245,43
0,245,57
0,245,96
0,246,23
0,246,29
0,246,97
0,247,7
0,247,15
0,247,18
0,247,20
0,247,23
0,247,57
0,248,1
0,248,90
0,249,10
0,249,12
0,249,40
0,249,56
0,249,96
0,250,10
0,250,12
0,250,13
0,250,14
0,250,15
0,250,17
0,250,21
0,250,27
0,250,31
0,250,36
0,250,37
0,250,44
0,250,73
0,250,77
0,250,84
0,251,14
0,251,17
0,251,21
0,251,37
0,251,54
0,251,77
0,252,5
0,252,6
0,252,7
0,252,15
0,252,17
0,252,20
0,252,27
0,252,37
0,252,40
0,252,47
0,252,78
0,253,4
0,253,15
0,253,16
0,253,17
